reporting_week,reporting_month,reporting_quarter,reporting_year,product_group_l1,product_name,product,region,country,channel,channel_type,customer_segment,acquisition_channel,customer_type,volume,revenue
2023-07-17,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,113144,32380
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1271051,390009
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,821601,245750
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,518845,159076
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,214363,62686
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,398358,81997
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,274654,54595
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,161709,33953
2023-07-24,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,57300,10917
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,494666,165147
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,337409,115676
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,191845,67003
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,73427,26203
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,759433,216962
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,513954,138876
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,313950,84745
2023-07-24,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,114783,32378
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1408153,434396
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,956881,298717
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,544045,163859
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,211804,62992
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,359051,71440
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,256224,51610
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,160032,31310
2023-07-31,2023-07-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,56194,10989
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,442405,156056
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,334307,119402
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,181700,64374
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,79021,27792
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,715272,198672
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,492799,144603
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,280577,76079
2023-07-31,2023-07-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,106508,28488
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1306007,386839
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,925069,287982
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,538681,166595
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,193705,57039
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,376533,78339
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,261753,52350
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,137653,27611
2023-08-07,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,55586,11608
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,488963,172348
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,303468,106392
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,175275,62366
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,73519,24744
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,768241,208637
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,451013,122831
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,266506,71271
2023-08-07,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,114948,31342
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1381085,399983
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,928833,285643
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,559591,165757
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,188805,57596
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,340890,69914
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,239323,47147
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,154244,31329
2023-08-14,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,53382,10798
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,457622,165147
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,306464,111175
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,190149,68858
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,68409,23055
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,731513,200350
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,465462,127486
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,268404,75516
2023-08-14,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,110468,30137
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1337918,383725
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,865684,257798
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,506041,157298
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,206024,60069
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,359573,74686
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,250191,51432
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,154370,30437
2023-08-21,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,60459,12607
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,445291,153908
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,298778,103662
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,189568,64233
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,79420,27377
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,722532,196012
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,452149,121127
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,292095,79855
2023-08-21,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,106856,29064
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1228893,361646
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,903002,266395
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,542745,165758
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,202513,62237
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,343999,68505
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,235411,49307
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,133942,25761
2023-08-28,2023-08-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,55043,11049
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,449606,159275
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,332491,114706
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,201153,70187
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,80404,28337
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,705276,201893
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,473991,126575
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,303829,85644
2023-08-28,2023-08-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,107366,29539
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1326508,393975
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,830216,247409
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,462547,132104
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,194073,55621
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,326402,67981
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,225723,45828
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,125468,24316
2023-09-04,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,50052,9649
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,471366,159842
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,321454,111645
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,178079,61025
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,66057,23385
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,651450,190989
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,462349,125254
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,293943,83201
2023-09-04,2023-09-01,2023-Q3,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,111541,32125
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1177972,339656
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,819084,238809
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,470714,146181
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,203446,64003
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,360736,75609
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,239429,45804
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,134670,27259
2023-09-11,2023-09-01,2023-Q3,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,50624,10079
